ticker,name,price_path,price_rows_added,valuation_path,valuation_rows_added,status
1001,코스피,/home/jyp0615/global_universe/data/daily/KRX_IDX_1001.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1001.csv,1,ok
1002,코스피 대형주,/home/jyp0615/global_universe/data/daily/KRX_IDX_1002.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1002.csv,0,ok
1003,코스피 중형주,/home/jyp0615/global_universe/data/daily/KRX_IDX_1003.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1003.csv,1,ok
1004,코스피 소형주,/home/jyp0615/global_universe/data/daily/KRX_IDX_1004.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1004.csv,1,ok
1005,음식료·담배,/home/jyp0615/global_universe/data/daily/KRX_IDX_1005.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1005.csv,1,ok
1006,섬유·의류,/home/jyp0615/global_universe/data/daily/KRX_IDX_1006.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1006.csv,1,ok
1007,종이·목재,/home/jyp0615/global_universe/data/daily/KRX_IDX_1007.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1007.csv,1,ok
1008,화학,/home/jyp0615/global_universe/data/daily/KRX_IDX_1008.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1008.csv,1,ok
1009,제약,/home/jyp0615/global_universe/data/daily/KRX_IDX_1009.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1009.csv,1,ok
1010,비금속,/home/jyp0615/global_universe/data/daily/KRX_IDX_1010.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1010.csv,1,ok
1011,금속,/home/jyp0615/global_universe/data/daily/KRX_IDX_1011.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1011.csv,1,ok
1012,기계·장비,/home/jyp0615/global_universe/data/daily/KRX_IDX_1012.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1012.csv,1,ok
1013,전기전자,/home/jyp0615/global_universe/data/daily/KRX_IDX_1013.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1013.csv,1,ok
1014,의료·정밀기기,/home/jyp0615/global_universe/data/daily/KRX_IDX_1014.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1014.csv,1,ok
1015,운송장비·부품,/home/jyp0615/global_universe/data/daily/KRX_IDX_1015.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1015.csv,1,ok
1016,유통,/home/jyp0615/global_universe/data/daily/KRX_IDX_1016.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1016.csv,1,ok
1017,전기·가스,/home/jyp0615/global_universe/data/daily/KRX_IDX_1017.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1017.csv,1,ok
1018,건설,/home/jyp0615/global_universe/data/daily/KRX_IDX_1018.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1018.csv,1,ok
1019,운송·창고,/home/jyp0615/global_universe/data/daily/KRX_IDX_1019.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1019.csv,1,ok
1020,통신,/home/jyp0615/global_universe/data/daily/KRX_IDX_1020.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1020.csv,1,ok
1021,금융,/home/jyp0615/global_universe/data/daily/KRX_IDX_1021.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1021.csv,1,ok
1024,증권,/home/jyp0615/global_universe/data/daily/KRX_IDX_1024.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1024.csv,1,ok
1025,보험,/home/jyp0615/global_universe/data/daily/KRX_IDX_1025.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1025.csv,1,ok
1026,일반서비스,/home/jyp0615/global_universe/data/daily/KRX_IDX_1026.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1026.csv,1,ok
1027,제조,/home/jyp0615/global_universe/data/daily/KRX_IDX_1027.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1027.csv,1,ok
1028,코스피 200,/home/jyp0615/global_universe/data/daily/KRX_IDX_1028.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1028.csv,1,ok
1034,코스피 100,/home/jyp0615/global_universe/data/daily/KRX_IDX_1034.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1034.csv,1,ok
1035,코스피 50,/home/jyp0615/global_universe/data/daily/KRX_IDX_1035.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1035.csv,1,ok
1045,부동산,/home/jyp0615/global_universe/data/daily/KRX_IDX_1045.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1045.csv,1,ok
1046,IT 서비스,/home/jyp0615/global_universe/data/daily/KRX_IDX_1046.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1046.csv,1,ok
1047,오락·문화,/home/jyp0615/global_universe/data/daily/KRX_IDX_1047.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1047.csv,1,ok
1150,코스피 200 커뮤니케이션서비스,/home/jyp0615/global_universe/data/daily/KRX_IDX_1150.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1150.csv,1,ok
1151,코스피 200 건설,/home/jyp0615/global_universe/data/daily/KRX_IDX_1151.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1151.csv,1,ok
1152,코스피 200 중공업,/home/jyp0615/global_universe/data/daily/KRX_IDX_1152.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1152.csv,1,ok
1153,코스피 200 철강/소재,/home/jyp0615/global_universe/data/daily/KRX_IDX_1153.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1153.csv,1,ok
1154,코스피 200 에너지/화학,/home/jyp0615/global_universe/data/daily/KRX_IDX_1154.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1154.csv,1,ok
1155,코스피 200 정보기술,/home/jyp0615/global_universe/data/daily/KRX_IDX_1155.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1155.csv,1,ok
1156,코스피 200 금융,/home/jyp0615/global_universe/data/daily/KRX_IDX_1156.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1156.csv,1,ok
1157,코스피 200 생활소비재,/home/jyp0615/global_universe/data/daily/KRX_IDX_1157.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1157.csv,1,ok
1158,코스피 200 경기소비재,/home/jyp0615/global_universe/data/daily/KRX_IDX_1158.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1158.csv,1,ok
1159,코스피 200 산업재,/home/jyp0615/global_universe/data/daily/KRX_IDX_1159.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1159.csv,1,ok
1160,코스피 200 헬스케어,/home/jyp0615/global_universe/data/daily/KRX_IDX_1160.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1160.csv,1,ok
1167,코스피 200 중소형주,/home/jyp0615/global_universe/data/daily/KRX_IDX_1167.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1167.csv,1,ok
1182,코스피 200 초대형제외 지수,/home/jyp0615/global_universe/data/daily/KRX_IDX_1182.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1182.csv,1,ok
1224,코스피 200 비중상한 30%,/home/jyp0615/global_universe/data/daily/KRX_IDX_1224.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1224.csv,1,ok
1227,코스피 200 비중상한 25%,/home/jyp0615/global_universe/data/daily/KRX_IDX_1227.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1227.csv,1,ok
1232,코스피 200 비중상한 20%,/home/jyp0615/global_universe/data/daily/KRX_IDX_1232.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1232.csv,1,ok
1244,코스피200제외 코스피지수,/home/jyp0615/global_universe/data/daily/KRX_IDX_1244.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1244.csv,1,ok
1894,코스피 200 TOP 10,/home/jyp0615/global_universe/data/daily/KRX_IDX_1894.csv,0,/home/jyp0615/global_universe/data/valuations/KRX_IDX_1894.csv,1,ok
