timestamp,LNS11000000,LNS11300000,LNS12000000,LNS12300000,LNS12500000,LNS12600000,LNS13000000,LNS14000000,LNS14000012,LNS14000025,LNS14000026,LNS14000003,LNS14000006,LNS14032183,LNS14000009,LNS14027659,LNS14027660,LNS14027689,LNS14027662,LNS13008396,LNS13008756,LNS13008516,LNS13008636,LNS13008275,LNS13008276,LNS13023621,LNS13023653,LNS13025699,LNS13023705,LNS13023557,LNS13023569,LNS12032194,LNS15000000,LNS15026642,LNS15026645,LNS13327709,LNS12026619,LNS12026620,LNU02036012,LNU02033224,LNS11000024,LNS11300024,LNS12000024,LNS13000024,LNS14000024,LNS11000048,LNS11300048,LNS12000048,LNS13000048,LNS14000048,LNS11024230,LNS11324230,LNS12024230,LNS13024230,LNS14024230,LNS11000009,LNS11300009,LNS12000009,LNS13000009,LNS15000009,LNU01076975,LNU01376975,LNU02076975,LNU03076975,LNU04076975,LNU05076975,LNU01000048,LNU01300048,LNU02000048,LNU02500048,LNU02600048,LNU03000048,LNU03100048,LNU03200048,LNU04000048,LNU01000092,LNU01300092,LNU02000092,LNU03000092,LNU04000092,LNU05000092,LNU01024230,LNU01324230,LNU02024230,LNU02524230,LNU02624230,LNU03024230,LNU03124230,LNU03224230,LNU04024230,LNU05024230,LNU01000097,LNU01300097,LNU02000097,LNU03000097,LNU04000097,LNU05000097,LNU01000003,LNU01300003,LNU02000003,LNU02500003,LNU02600003,LNU03000003,LNU04000003,LNU05000003,LNU01000006,LNU01300006,LNU02000006,LNU02500006,LNU02600006,LNU03000006,LNU04000006,LNU05000006,LNU01032183,LNU01332183,LNU02032183,LNU02532183,LNU02632183,LNU03032183,LNU04032183,LNU05032183,LNU01035243,LNU01335243,LNU02035243,LNU03035243,LNU04035243,LNU05035243,LNU01035553,LNU01335553,LNU02035553,LNU03035553,LNU04035553,LNU05035553,LNU01000000,LNU01300000,LNU02000000,LNU02500000,LNU02600000,LNU03000000,LNU03100000,LNU03200000,LNU04000000,LNU04100000,LNU04200000,LNU05000000
2021-04-01,160843.0,61.6,151081.0,57.9,126139.0,25062.0,9762.0,6.1,12.1,6.0,5.7,5.3,10.2,5.8,7.9,9.4,7.0,6.0,3.5,2411.0,1986.0,5322.0,4082.0,28.4,20.3,6347.0,2117.0,4230.0,818.0,2127.0,559.0,5227.0,100260.0,1828.0,555.0,10.3,6909.0,4.6,46.0,218.0,154753.0,63.3,145730.0,9023.0,5.8,140145.0,62.6,132647.0,7498.0,5.3,37588.0,38.5,35701.0,1887.0,5.0,29170.0,65.2,26855.0,2315.0,15549.0,158279.0,62.7,149281.0,8998.0,5.7,94121.0,140220.0,62.7,133034.0,115331.0,17703.0,7187.0,6345.0,841.0,5.1,69479.0,50.6,66166.0,3313.0,4.8,67827.0,37618.0,38.5,35800.0,28838.0,6962.0,1818.0,1479.0,339.0,4.8,60118.0,10502.0,18.8,10008.0,495.0,4.7,45293.0,123638.0,61.3,117458.0,97338.0,20120.0,6180.0,5.0,78049.0,20488.0,61.1,18555.0,15634.0,2921.0,1932.0,9.4,13064.0,10294.0,62.3,9722.0,8341.0,1381.0,571.0,5.6,6238.0,1735.0,59.6,1575.0,160.0,9.2,1178.0,754.0,68.2,665.0,89.0,11.8,352.0,160379.0,61.4,151160.0,125635.0,25524.0,9220.0,7844.0,1375.0,5.7,5.9,5.1,100723.0
2021-05-01,160800.0,61.6,151535.0,58.0,126459.0,25280.0,9266.0,5.8,9.7,5.8,5.3,5.1,9.0,5.7,7.2,9.0,6.9,5.9,3.1,1997.0,2181.0,5003.0,3707.0,29.6,19.5,5768.0,1837.0,3931.0,792.0,2186.0,511.0,5244.0,100410.0,1929.0,573.0,10.1,7287.0,4.8,43.0,201.0,154801.0,63.2,146117.0,8684.0,5.6,140170.0,62.6,133017.0,7153.0,5.1,37647.0,38.5,35829.0,1818.0,4.8,29120.0,65.0,27008.0,2111.0,15666.0,158440.0,62.7,149812.0,8629.0,5.4,94091.0,140135.0,62.6,133369.0,115894.0,17474.0,6767.0,6033.0,733.0,4.8,69482.0,50.6,66333.0,3149.0,4.5,67911.0,37670.0,38.5,35949.0,28849.0,7100.0,1721.0,1380.0,341.0,4.6,60177.0,10467.0,18.7,9930.0,537.0,5.1,45451.0,123766.0,61.3,117808.0,97957.0,19851.0,5958.0,4.8,77976.0,20409.0,60.8,18603.0,15822.0,2782.0,1806.0,8.8,13163.0,10401.0,62.9,9834.0,8414.0,1420.0,567.0,5.5,6128.0,1857.0,62.4,1681.0,176.0,9.5,1117.0,678.0,62.6,640.0,38.0,5.6,406.0,160607.0,61.5,151778.0,126579.0,25199.0,8829.0,7586.0,1242.0,5.5,5.7,4.7,100603.0
2021-06-01,161197.0,61.7,151734.0,58.1,126119.0,25647.0,9462.0,5.9,11.3,5.8,5.5,5.2,9.1,5.5,7.3,10.3,7.0,5.8,3.4,2001.0,2177.0,5315.0,3988.0,32.0,19.8,5675.0,1729.0,3946.0,950.0,2287.0,494.0,4640.0,100142.0,1803.0,623.0,9.8,7114.0,4.7,15.0,103.0,155340.0,63.4,146537.0,8803.0,5.7,140669.0,62.8,133145.0,7524.0,5.3,37696.0,38.5,35863.0,1834.0,4.9,29287.0,65.3,27147.0,2140.0,15570.0,159583.0,63.1,150086.0,9497.0,6.0,93331.0,140047.0,62.5,132582.0,115445.0,17137.0,7465.0,6561.0,903.0,5.3,69157.0,50.3,65859.0,3299.0,4.8,68333.0,37407.0,38.2,35554.0,28548.0,7006.0,1853.0,1479.0,374.0,5.0,60569.0,10420.0,18.6,9822.0,598.0,5.7,45642.0,124582.0,61.7,117832.0,98054.0,19779.0,6750.0,5.4,77231.0,20846.0,62.1,18881.0,16098.0,2783.0,1966.0,9.4,12749.0,10465.0,63.7,9851.0,8458.0,1393.0,613.0,5.9,5964.0,1796.0,62.6,1658.0,138.0,7.7,1075.0,655.0,65.9,597.0,58.0,8.9,339.0,162167.0,62.1,152283.0,127156.0,25127.0,9883.0,8342.0,1542.0,6.1,6.2,5.8,99172.0
2021-07-01,161504.0,61.8,152773.0,58.4,127445.0,25377.0,8731.0,5.4,10.5,5.4,5.0,4.8,8.1,5.3,6.4,9.3,6.2,4.9,3.1,2245.0,1851.0,4637.0,3477.0,29.8,14.7,5010.0,1285.0,3725.0,924.0,2286.0,485.0,4451.0,99966.0,1858.0,496.0,9.2,7075.0,4.6,58.0,191.0,155546.0,63.5,147440.0,8106.0,5.2,140859.0,62.8,134139.0,6720.0,4.8,37659.0,38.4,36009.0,1650.0,4.4,29507.0,65.7,27609.0,1898.0,15420.0,160057.0,63.3,151189.0,8868.0,5.5,92955.0,140295.0,62.6,133327.0,116464.0,16864.0,6967.0,6081.0,887.0,5.0,69171.0,50.3,66167.0,3004.0,4.3,68418.0,37469.0,38.2,35741.0,28972.0,6769.0,1728.0,1369.0,359.0,4.6,60625.0,10303.0,18.3,9760.0,543.0,5.3,45890.0,125285.0,62.1,118974.0,99450.0,19524.0,6311.0,5.0,76602.0,20692.0,61.6,18883.0,16044.0,2839.0,1809.0,8.7,12926.0,10703.0,64.8,10118.0,8713.0,1406.0,585.0,5.5,5811.0,1850.0,62.5,1716.0,134.0,7.2,1112.0,739.0,66.6,686.0,53.0,7.2,371.0,162817.0,62.3,153596.0,128863.0,24732.0,9221.0,7778.0,1443.0,5.7,5.7,5.5,98653.0
2021-08-01,161527.0,61.7,153250.0,58.6,127551.0,25705.0,8276.0,5.1,11.0,5.0,4.7,4.5,8.6,4.4,6.0,7.6,6.0,5.0,2.8,2082.0,1932.0,4356.0,3189.0,29.5,14.2,4444.0,1234.0,3211.0,828.0,2416.0,510.0,4450.0,100084.0,1601.0,395.0,8.8,7031.0,4.6,47.0,153.0,155576.0,63.5,147956.0,7620.0,4.9,140858.0,62.8,134588.0,6270.0,4.5,37814.0,38.5,36342.0,1472.0,3.9,29441.0,65.4,27666.0,1775.0,15562.0,159252.0,63.0,150966.0,8286.0,5.2,93671.0,140582.0,62.7,134068.0,117012.0,17055.0,6514.0,5615.0,900.0,4.6,69531.0,50.5,66665.0,2867.0,4.1,68184.0,37715.0,38.4,36186.0,29287.0,6899.0,1529.0,1184.0,345.0,4.1,60565.0,10657.0,18.9,10161.0,496.0,4.7,45780.0,124329.0,61.6,118601.0,99352.0,19249.0,5728.0,4.6,77639.0,20823.0,61.9,18934.0,15972.0,2962.0,1889.0,9.1,12822.0,10672.0,64.5,10181.0,8869.0,1312.0,492.0,4.6,5883.0,1794.0,59.3,1641.0,152.0,8.5,1230.0,792.0,70.1,752.0,41.0,5.1,338.0,161788.0,61.8,153232.0,128664.0,24568.0,8556.0,7075.0,1481.0,5.3,5.2,5.7,99823.0
2021-09-01,161495.0,61.7,153843.0,58.8,128039.0,25757.0,7652.0,4.7,11.1,4.7,4.3,4.2,7.7,4.1,6.2,7.6,5.7,4.5,2.6,2249.0,1728.0,3715.0,2714.0,28.5,13.2,4079.0,1123.0,2956.0,789.0,2230.0,501.0,4457.0,100271.0,1672.0,430.0,8.4,7040.0,4.6,94.0,404.0,155485.0,63.4,148503.0,6982.0,4.5,140748.0,62.7,134926.0,5822.0,4.1,37862.0,38.5,36523.0,1340.0,3.5,29629.0,65.7,27784.0,1845.0,15454.0,159112.0,62.9,151955.0,7157.0,4.5,93782.0,141075.0,62.8,135481.0,117463.0,18018.0,5594.0,4941.0,653.0,4.0,70069.0,50.8,67616.0,2454.0,3.5,67778.0,38046.0,38.7,36778.0,29217.0,7562.0,1268.0,1047.0,221.0,3.3,60372.0,10840.0,19.2,10489.0,351.0,3.2,45766.0,124134.0,61.4,119154.0,98843.0,20311.0,4980.0,4.0,77923.0,20588.0,61.1,19063.0,16254.0,2810.0,1524.0,7.4,13086.0,10683.0,64.6,10245.0,8796.0,1449.0,438.0,4.1,5857.0,1936.0,60.3,1822.0,115.0,5.9,1277.0,697.0,63.0,655.0,41.0,5.9,408.0,161392.0,61.7,154026.0,128484.0,25542.0,7366.0,6237.0,1130.0,4.6,4.6,4.2,100373.0
2021-10-01,161754.0,61.8,154475.0,59.0,128471.0,25963.0,7279.0,4.5,11.3,4.3,4.2,3.9,7.6,4.1,5.7,7.1,5.4,4.3,2.4,2065.0,1876.0,3345.0,2371.0,26.8,12.4,3664.0,1012.0,2652.0,846.0,2162.0,533.0,4413.0,100154.0,1663.0,458.0,8.2,7017.0,4.5,27.0,170.0,155760.0,63.5,149155.0,6604.0,4.2,140895.0,62.7,135364.0,5531.0,3.9,37742.0,38.3,36420.0,1322.0,3.5,29724.0,65.8,28043.0,1681.0,15435.0,159674.0,63.1,152967.0,6707.0,4.2,93401.0,141274.0,62.9,136030.0,117747.0,18282.0,5244.0,4534.0,711.0,3.7,69887.0,50.7,67536.0,2351.0,3.4,68086.0,37916.0,38.5,36674.0,29220.0,7454.0,1241.0,970.0,272.0,3.3,60614.0,10854.0,19.1,10463.0,392.0,3.6,45901.0,124407.0,61.5,119891.0,99375.0,20516.0,4517.0,3.6,77731.0,20689.0,61.4,19120.0,16240.0,2880.0,1568.0,7.6,13011.0,10756.0,65.2,10312.0,8651.0,1660.0,445.0,4.1,5729.0,1883.0,60.2,1776.0,107.0,5.7,1246.0,748.0,65.4,703.0,45.0,6.1,396.0,161863.0,61.8,154966.0,128848.0,26119.0,6896.0,5686.0,1210.0,4.3,4.2,4.4,100045.0
2021-11-01,162281.0,61.9,155530.0,59.4,129440.0,26049.0,6751.0,4.2,10.9,3.9,3.9,3.7,6.4,3.8,5.0,5.6,5.1,3.7,2.3,1993.0,1679.0,3065.0,2181.0,28.9,12.3,3334.0,863.0,2471.0,838.0,2139.0,425.0,4307.0,99747.0,1563.0,445.0,7.7,7067.0,4.5,37.0,163.0,156298.0,63.6,150198.0,6100.0,3.9,141292.0,62.8,136267.0,5025.0,3.6,37854.0,38.4,36647.0,1207.0,3.2,30040.0,66.4,28529.0,1511.0,15192.0,159855.0,63.2,153771.0,6084.0,3.8,93069.0,141566.0,63.0,136848.0,118404.0,18444.0,4718.0,4143.0,575.0,3.3,69931.0,50.6,67871.0,2060.0,2.9,68158.0,37985.0,38.5,36815.0,29295.0,7520.0,1169.0,930.0,240.0,3.1,60672.0,10979.0,19.3,10629.0,350.0,3.2,45928.0,124666.0,61.7,120431.0,99607.0,20824.0,4234.0,3.4,77533.0,20478.0,60.7,19232.0,16483.0,2750.0,1246.0,6.1,13247.0,10767.0,65.2,10365.0,8675.0,1690.0,402.0,3.7,5746.0,1888.0,60.7,1761.0,127.0,6.7,1222.0,787.0,66.3,766.0,21.0,2.7,400.0,162099.0,61.9,155797.0,129322.0,26475.0,6302.0,5263.0,1039.0,3.9,3.9,3.8,99930.0
2021-12-01,162497.0,62.0,156099.0,59.5,130331.0,25602.0,6398.0,3.9,11.0,3.7,3.6,3.3,7.0,3.8,4.6,5.4,4.5,3.5,2.1,1985.0,1596.0,2787.0,1993.0,28.0,11.5,3080.0,776.0,2305.0,722.0,2064.0,510.0,3945.0,99639.0,1662.0,460.0,7.3,7354.0,4.7,74.0,214.0,156558.0,63.7,150814.0,5744.0,3.7,141510.0,62.9,136836.0,4674.0,3.3,37971.0,38.5,36868.0,1103.0,2.9,29895.0,66.0,28507.0,1389.0,15407.0,159528.0,63.1,153766.0,5762.0,3.6,93482.0,141389.0,62.9,136907.0,118880.0,18027.0,4482.0,3871.0,611.0,3.2,69821.0,50.5,67922.0,1899.0,2.7,68376.0,37931.0,38.4,36891.0,29378.0,7512.0,1040.0,792.0,248.0,2.7,60810.0,11058.0,19.4,10769.0,289.0,2.6,45960.0,124427.0,61.5,120536.0,100091.0,20445.0,3891.0,3.1,77823.0,20364.0,60.3,19045.0,16318.0,2727.0,1319.0,6.5,13385.0,10727.0,64.6,10344.0,8775.0,1569.0,383.0,3.6,5885.0,1894.0,60.4,1745.0,149.0,7.9,1242.0,689.0,69.8,658.0,31.0,4.5,297.0,161696.0,61.7,155732.0,129824.0,25908.0,5964.0,4920.0,1044.0,3.7,3.7,3.9,100440.0
2022-01-01,163627.0,62.2,157115.0,59.7,131310.0,25715.0,6512.0,4.0,11.1,3.7,3.7,3.4,7.0,3.6,4.7,6.4,4.5,3.5,2.3,2469.0,1610.0,2507.0,1656.0,24.5,10.0,3274.0,986.0,2288.0,950.0,1970.0,446.0,3720.0,99576.0,1528.0,405.0,7.1,7460.0,4.7,211.0,747.0,157387.0,63.9,151569.0,5818.0,3.7,142766.0,63.4,137912.0,4855.0,3.4,38379.0,39.1,37183.0,1196.0,3.1,30334.0,66.3,28910.0,1424.0,15406.0,160617.0,63.2,153653.0,6964.0,4.3,93492.0,142512.0,63.2,137141.0,119153.0,17987.0,5371.0,4666.0,705.0,3.8,70623.0,51.1,68364.0,2259.0,3.2,67600.0,38233.0,39.0,36927.0,29695.0,7232.0,1306.0,1002.0,304.0,3.4,59926.0,10649.0,19.1,10274.0,375.0,3.5,45157.0,125148.0,61.7,120320.0,100029.0,20291.0,4828.0,3.9,77671.0,20914.0,61.6,19392.0,16428.0,2964.0,1522.0,7.3,13063.0,10806.0,63.9,10403.0,8831.0,1572.0,403.0,3.7,6097.0,1727.0,59.3,1535.0,192.0,11.1,1188.0,684.0,66.9,648.0,35.0,5.2,339.0,162825.0,61.9,155618.0,129747.0,25871.0,7207.0,5877.0,1330.0,4.4,4.3,4.9,100378.0
2022-02-01,163899.0,62.2,157598.0,59.8,131837.0,25719.0,6301.0,3.8,10.2,3.6,3.7,3.3,6.7,2.9,4.4,4.4,4.4,3.7,2.1,2125.0,1769.0,2425.0,1689.0,26.3,10.1,2999.0,864.0,2135.0,964.0,1945.0,429.0,4126.0,99425.0,1492.0,393.0,7.2,7423.0,4.7,161.0,592.0,157790.0,64.1,152111.0,5679.0,3.6,143028.0,63.4,138393.0,4636.0,3.2,38474.0,39.2,37324.0,1149.0,3.0,30496.0,66.6,29165.0,1331.0,15320.0,161410.0,63.5,154861.0,6549.0,4.1,92754.0,143296.0,63.6,138240.0,120145.0,18095.0,5056.0,4401.0,655.0,3.5,70897.0,51.3,68744.0,2153.0,3.0,67427.0,38570.0,39.3,37317.0,29775.0,7542.0,1253.0,993.0,260.0,3.2,59686.0,10829.0,19.4,10475.0,355.0,3.3,45098.0,126014.0,62.1,121402.0,100753.0,20649.0,4612.0,3.7,76861.0,21003.0,61.8,19566.0,16534.0,3032.0,1437.0,6.8,13001.0,10567.0,63.0,10256.0,8788.0,1468.0,311.0,2.9,6215.0,1915.0,60.9,1774.0,142.0,7.4,1227.0,746.0,65.9,704.0,42.0,5.6,387.0,163725.0,62.2,156942.0,130712.0,26230.0,6782.0,5627.0,1155.0,4.1,4.1,4.2,99600.0
2022-03-01,164220.0,62.3,158206.0,60.1,132573.0,25830.0,6014.0,3.7,10.2,3.4,3.4,3.2,6.3,2.8,4.2,5.5,4.0,3.1,1.9,2302.0,1706.0,1995.0,1380.0,24.2,8.8,2749.0,728.0,2021.0,785.0,2038.0,472.0,4149.0,99224.0,1412.0,381.0,7.0,7355.0,4.6,89.0,394.0,157962.0,64.1,152586.0,5376.0,3.4,143139.0,63.5,138945.0,4194.0,2.9,38296.0,38.9,37285.0,1011.0,2.6,30457.0,66.4,29171.0,1286.0,15431.0,161996.0,63.7,156026.0,5970.0,3.7,92385.0,143600.0,63.7,139145.0,120867.0,18278.0,4456.0,3823.0,633.0,3.1,70969.0,51.3,69115.0,1854.0,2.6,67455.0,38417.0,39.0,37357.0,29843.0,7514.0,1061.0,769.0,292.0,2.8,59982.0,10736.0,19.1,10415.0,320.0,3.0,45378.0,126302.0,62.2,122122.0,101351.0,20771.0,4180.0,3.3,76630.0,21026.0,61.8,19695.0,16694.0,3002.0,1331.0,6.3,13003.0,10784.0,64.2,10493.0,9002.0,1491.0,291.0,2.7,6019.0,1915.0,59.8,1786.0,130.0,6.8,1290.0,781.0,70.1,758.0,23.0,2.9,333.0,164274.0,62.4,158106.0,131663.0,26443.0,6168.0,5017.0,1152.0,3.8,3.7,4.2,99170.0
2022-04-01,163893.0,62.2,157891.0,59.9,131854.0,26145.0,6002.0,3.7,10.7,3.5,3.3,3.3,6.1,3.1,4.2,5.4,3.8,3.1,2.0,2279.0,1603.0,2015.0,1386.0,24.8,8.6,2902.0,902.0,2000.0,793.0,1863.0,508.0,4018.0,99666.0,1619.0,460.0,7.0,7562.0,4.8,77.0,403.0,157664.0,64.0,152327.0,5337.0,3.4,143018.0,63.4,138737.0,4281.0,3.0,38265.0,38.8,37201.0,1064.0,2.8,30365.0,66.1,29083.0,1282.0,15598.0,161137.0,63.3,155876.0,5261.0,3.3,93443.0,143127.0,63.4,139140.0,120804.0,18336.0,3987.0,3346.0,641.0,2.8,70565.0,50.9,68922.0,1643.0,2.3,67957.0,38287.0,38.9,37292.0,29833.0,7459.0,996.0,786.0,209.0,2.6,60241.0,10643.0,18.9,10340.0,303.0,2.8,45644.0,125320.0,61.7,121625.0,100755.0,20871.0,3694.0,2.9,77663.0,21176.0,62.2,19992.0,16970.0,3022.0,1184.0,5.6,12880.0,10763.0,64.0,10453.0,9029.0,1423.0,310.0,2.9,6064.0,1781.0,58.8,1687.0,94.0,5.3,1248.0,739.0,66.2,719.0,21.0,2.8,378.0,163449.0,62.0,157991.0,131362.0,26629.0,5458.0,4385.0,1073.0,3.3,3.2,3.9,100110.0
2022-05-01,164362.0,62.3,158378.0,60.1,132685.0,25873.0,5983.0,3.6,10.5,3.4,3.4,3.2,6.2,2.5,4.4,5.2,3.7,3.4,1.9,2030.0,1760.0,2035.0,1294.0,22.4,9.0,2703.0,822.0,1881.0,772.0,1951.0,536.0,4314.0,99317.0,1458.0,397.0,7.1,7354.0,4.6,18.0,98.0,158150.0,64.1,152818.0,5331.0,3.4,143393.0,63.5,139110.0,4284.0,3.0,38440.0,39.0,37403.0,1037.0,2.7,30548.0,66.4,29199.0,1348.0,15491.0,161844.0,63.5,156542.0,5303.0,3.3,92888.0,143389.0,63.5,139471.0,121431.0,18040.0,3919.0,3330.0,589.0,2.7,70702.0,51.0,69089.0,1612.0,2.3,67918.0,38458.0,39.0,37516.0,30124.0,7392.0,941.0,659.0,282.0,2.4,60188.0,10839.0,19.2,10533.0,306.0,2.8,45605.0,125560.0,61.8,121823.0,101544.0,20279.0,3737.0,3.0,77479.0,21441.0,62.9,20147.0,17321.0,2826.0,1294.0,6.0,12638.0,10854.0,64.5,10613.0,9070.0,1544.0,241.0,2.2,5961.0,1894.0,59.8,1809.0,85.0,4.5,1275.0,730.0,69.0,700.0,30.0,4.1,328.0,164157.0,62.3,158609.0,132820.0,25789.0,5548.0,4509.0,1039.0,3.4,3.3,3.9,99521.0
2022-06-01,164046.0,62.2,158094.0,59.9,132512.0,25578.0,5951.0,3.6,11.1,3.4,3.3,3.3,5.8,2.9,4.3,5.7,3.6,3.1,2.0,2256.0,1525.0,2105.0,1355.0,22.3,8.0,2577.0,753.0,1825.0,839.0,2009.0,449.0,3642.0,99789.0,1498.0,381.0,6.7,7568.0,4.8,12.0,131.0,157810.0,64.0,152549.0,5261.0,3.3,142907.0,63.3,138659.0,4248.0,3.0,38252.0,38.7,37202.0,1050.0,2.7,30640.0,66.4,29309.0,1332.0,15479.0,162200.0,63.6,156283.0,5917.0,3.6,92729.0,142298.0,63.0,138087.0,120748.0,17340.0,4211.0,3662.0,549.0,3.0,70152.0,50.6,68344.0,1808.0,2.6,68585.0,37956.0,38.4,36887.0,29682.0,7205.0,1069.0,786.0,283.0,2.8,60823.0,10667.0,18.8,10336.0,331.0,3.1,45956.0,126371.0,62.2,121949.0,102214.0,19734.0,4422.0,3.5,76754.0,21379.0,62.7,20082.0,17401.0,2681.0,1297.0,6.1,12728.0,10954.0,64.8,10602.0,9146.0,1456.0,352.0,3.2,5956.0,1860.0,61.7,1767.0,92.0,5.0,1154.0,691.0,64.0,667.0,24.0,3.4,388.0,165012.0,62.5,158678.0,133626.0,25052.0,6334.0,5231.0,1103.0,3.8,3.8,4.2,98822.0
2022-07-01,164026.0,62.1,158258.0,59.9,132447.0,25885.0,5768.0,3.5,11.3,3.3,3.1,3.1,5.9,2.7,4.0,5.8,3.6,2.8,2.0,2084.0,1858.0,1817.0,1120.0,22.2,8.3,2660.0,871.0,1788.0,841.0,1807.0,486.0,3930.0,99985.0,1557.0,430.0,6.8,7639.0,4.8,33.0,133.0,157858.0,63.9,152789.0,5069.0,3.2,142929.0,63.2,138880.0,4049.0,2.8,38242.0,38.7,37282.0,960.0,2.5,30360.0,65.7,29149.0,1210.0,15841.0,162424.0,63.7,156510.0,5914.0,3.6,92629.0,142378.0,63.0,138075.0,120936.0,17139.0,4303.0,3611.0,692.0,3.0,70334.0,50.6,68463.0,1872.0,2.7,68531.0,38063.0,38.5,37027.0,29871.0,7155.0,1036.0,722.0,314.0,2.7,60846.0,10719.0,18.9,10333.0,386.0,3.6,46058.0,126611.0,62.3,122376.0,102392.0,19984.0,4235.0,3.3,76618.0,21418.0,62.7,20027.0,17342.0,2685.0,1391.0,6.5,12720.0,11050.0,65.3,10731.0,9223.0,1509.0,319.0,2.9,5870.0,1911.0,60.7,1836.0,75.0,3.9,1237.0,791.0,65.8,755.0,35.0,4.5,412.0,165321.0,62.6,159067.0,133844.0,25223.0,6255.0,5026.0,1229.0,3.8,3.6,4.6,98690.0
2022-08-01,164654.0,62.3,158735.0,60.1,132500.0,26228.0,5919.0,3.6,10.1,3.4,3.2,3.1,6.4,2.7,4.5,6.0,4.4,3.0,1.9,2190.0,1845.0,2039.0,1231.0,22.4,8.6,2763.0,813.0,1950.0,900.0,1810.0,427.0,4125.0,99530.0,1455.0,367.0,6.9,7759.0,4.9,29.0,159.0,158195.0,64.0,152929.0,5266.0,3.3,143386.0,63.4,139114.0,4272.0,3.0,38104.0,38.5,37097.0,1007.0,2.6,30923.0,66.8,29546.0,1378.0,15364.0,162174.0,63.6,156168.0,6006.0,3.7,92782.0,143131.0,63.3,138604.0,121416.0,17188.0,4527.0,3845.0,682.0,3.2,70636.0,50.8,68651.0,1985.0,2.8,68375.0,38023.0,38.4,36959.0,29697.0,7262.0,1064.0,748.0,317.0,2.8,61045.0,10860.0,19.1,10508.0,351.0,3.2,46125.0,126264.0,62.1,122115.0,102268.0,19848.0,4148.0,3.3,77061.0,21259.0,62.2,19824.0,17072.0,2752.0,1436.0,6.8,12912.0,11166.0,65.7,10841.0,9413.0,1428.0,326.0,2.9,5823.0,1892.0,62.3,1799.0,93.0,4.9,1144.0,794.0,68.3,763.0,30.0,3.8,368.0,164971.0,62.4,158714.0,133630.0,25085.0,6256.0,5086.0,1171.0,3.8,3.7,4.5,99213.0
